X ESC CSG ADQ MLI IMT LMT CLT BLI MFR SFO ANB MCW PRC HOB RKS CHO ONT INT MOB FNT TLH AMA HGR BMI CMI GLH MMU PSC PSG JNU TEX ABY MOT LEX MMH MHR BIS BJI FOD GNV COD CMH ARA RIW VIS CEZ ACY IPT GPT BZN AEX PIR TPA OPF SOP LAL APF GRB DPA HDN RDM RDU BPT OGS APA MCO GAM LBL MBL KQA BUF ROW HUF NQA CHS ORD JAN LAN LRD TVF MKK SAN GAL BRD DAL ORF IAH ICT SVA KTB PAH TCL ART YIP DRT MHK SLC FSD HOU CVG PUB MWA GCN COU FWA DFW FOE COE AFW MCN CWA ACT VRB MSP PSP CDV TVL GTF BTL SWO WRG RNO CRP JFK BKW SUN OWB LFT LWB FMY ASH EWB MUE GUM ITH PVD DET ALW BET MTH CPR VPS EWN SPS SMX MTJ TRI PTK ELP GRI OGD ERI FRG PSM GFK SHD DUJ LSE HKY PSE ACV JVL LUK DSM DVL FSM CMX ISM CRW BRW RHI EKO SLE LIT PNS PHF SIT CLE CID PVC SHV GRR COS BOS PIE AZO HYA AVP MIE FLO MQY ALO VQQ CPS GUC BQK LNY SUS VNY BFI JMS BUR AUS RKD GJT VLD HTS HVN GRK CVN EGV LGU STS SGU CGI ELD LNS BTR PGV GTR ORH EGE HPN LWS LNK MRY GCC APN SAV EWR BLF BAF OME RME RVS SCC INL SAF HNL IND MAF LAF CDC DDC HVR HYS TOL CYS MYR GUP SYR AND JAC GYR HNM SBA CNM OXR MKE DAB ATY SAC OTZ DCA SUX LUP TUP KTN SPI SAT IAD MTN ISO MVY BTM EAT FAT BVY SBD PQI CEF CAE DTO ITO WYS MSO TYS HRL GYY BQN LBE CDB JST ABE GST BRL RDG GEG MSL LBF STT LGA RDD BRO DRO MSN HRO MSY TTN TEB BOI HOM OSU LEB ASN STL IDA LCH HUT MYF SCH RSW DUT DHN AHN SFB BHM SDF ECP FYV BDL MDH RFD JEF DLG MEM MEI ILG HLG DEN YKM OKC ADS MKC BTV DTW BED PDT VQS VGT LGB VCV UOX UGN SEE TYR BFL TXK TWF TVC TUS ABI TUL BFF TOA BLV FNL AGC PUW SVC PPC PVU PIH STX PDX IAG OMA ABQ STC BFM DBQ HSV SRQ FMN SBN TBN IWD HWD BHB BGR SOW AVL CDW HIB MCE FTW LAR EAR FAR SMF DLH PIB DVT BCE ATL OCF PGD SJU PHL HBG SJT SJC RIC LAW CHA SGF ATW EVV RST LAS SEA ENV IFP JLN SDP PLN GON KSM OAJ GGG EUG IPL RIL HLN ILN RWI BWG CLM RUT ELM PWK NYL MWH ILM BWI LCK ROC GSO BIL DWH GCK YNG MLU AGS SCK MIA MKG BJC PAE RAP PIA PWM HCR BFD MHT CCR ISP PKB FAI OGG MBS PBI DAN ADK APC AIA MGW EAU MYU CBM JHW DAY CKB FAY DIK PPG CWF PIT EYW BMG PHX JHM PGA ANC XNA CDR BDR SNA PBG OTH MLB CAK SWF MKL BNA EFD FLG LYH MHV IYK BKL DEC ALB OAK FKL ENA MCI MFE MDW ROA MDT CIC KOA MCK GBH MGM LIH YAK LBB IGM LAX GKN SBP ASE GSP JAX ABR AKN BGM DCK ACK IRK CLL CIU SLN FLL ALS CEC ENW
TCL 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 373 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 535 0 0 0 499 0 0 0 0 0 0 0 196 440 0 0 0 808 0 0 0 0 0 0 0 0 0 0 0 0 0 0 661 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 573 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 202 0 0 0 0 0 0 0 1773 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 278 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 295 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 378 0 0 0 0 273 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 420 0 0 0 0 0 185 0 0 0 0 0 590 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 186 0 0 0 0 0 0 1950 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 675 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 435 0 0 0 0 0 0 0 0 0 0 0 0 553 0 0 0 0 0 0 0 0 0 802 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 545 0 0 0 0 0 0
ART 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 234 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 61 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 275 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 360 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 287 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
YIP 0 0 0 0 0 0 504 0 0 0 610 0 0 0 0 0 0 0 0 51 0 0 0 0 0 0 0 0 0 0 0 0 0 296 0 0 0 0 0 0 0 158 0 0 0 0 0 0 0 0 0 0 0 1141 0 0 0 0 243 0 0 507 0 0 0 960 0 0 0 0 250 0 0 585 0 0 0 0 1354 0 0 0 0 0 0 0 0 0 0 0 0 661 0 0 0 0 0 0 0 228 1138 0 0 0 123 980 0 0 987 0 0 0 0 519 0 0 0 0 0 838 0 0 0 0 0 0 0 0 345 0 0 0 0 0 0 624 0 0 0 0 0 0 0 0 0 0 0 30 1447 0 0 0 0 649 0 0 0 0 463 0 0 0 0 0 0 753 0 0 286 0 0 0 0 700 0 0 0 0 421 0 880 111 0 641 0 0 0 0 0 0 459 0 0 431 0 0 0 449 0 1917 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 911 0 0 0 0 0 0 692 0 0 0 0 497 0 555 0 0 0 0 0 0 0 226 0 217 0 0 0 0 47 0 641 0 383 0 0 0 0 0 0 0 228 0 0 0 0 0 0 0 0 0 0 1209 392 0 0 0 0 0 0 0 0 0 0 0 972 0 0 0 444 0 205 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1375 0 302 0 0 474 500 0 0 0 0 614 433 0 0 0 0 0 0 0 0 0 937 0 304 0 714 0 0 286 0 0 606 741 0 0 0 0 0 968 0 0 9 626 0 0 0 1961 0 0 0 0 0 0 0 0 0 0 0 782 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 148 0 0 0 0 0 0 0 0 0 0 0 0 0 730 0 0 0 0 0 595 0 0 0 463 0 0 0 0 0 0 0 0 359 0 0 0 0 0 0 0 0 0 0 0 0 1989 0 0 0 0 0 0 0 0 0 0 0 0 0 418 0 304 465 1265 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 165 267 0 0 0 0 210 0 0 0 0 0 0 708 0 0 0 0 0 988 0 489 0 0 0 0 0 0 0 0 0 0 2059 0 0 620 1387 220 0 0 0 0 0 0 0 0 0 0 0 1970 0 0 0 512 0 0 0 0 0 0 0 1073 0 780 0 0 0 0
DRT 1355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1303 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1315 0 0 0 1007 0 0 0 0 0 0 0 335 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1337 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 472 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1183 0 0 0 0 0 0 0 0 0 0 149 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1230 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1249 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1305 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MHK 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 501 0 0 0 0 0 0 0 0 0 0 636 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 431 0 0 0 0 0 520 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 229 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 619 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 597 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 699 0 0 0 1104 0 0 0 0 0 0 0 528 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 728 0 0 0 0 0 0 0 0 0 0 0 0 0 1224 0 0 0 0 673 595 0 0 0 0 0 0 0 465 0 0 0 0 0 263 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1375 0 0 0 0 0 0 0 1034 0 0 0 0 0 0 0 0 0 0 1410 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 881 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 474 0 0 0 0 0 0 0 0 0 0 0 0 0 590 0 0 0 0 0 0
SLC 0 0 0 0 0 0 1727 0 575 599 0 0 0 0 0 0 558 0 0 1457 0 679 0 0 0 0 0 521 0 0 0 0 0 0 0 520 0 963 0 0 298 1528 1350 0 506 0 0 0 0 347 0 0 1888 0 0 0 0 0 0 0 525 1823 0 0 0 1931 0 0 0 0 1710 0 0 0 1840 1250 0 0 0 0 0 626 0 0 999 1935 1195 809 0 0 0 0 0 0 0 0 0 804 1214 1450 0 0 0 0 0 989 0 0 0 0 0 1037 0 991 541 0 0 463 0 867 0 422 1218 1990 0 222 0 0 0 0 0 0 0 0 0 2093 0 0 0 0 320 0 0 0 0 269 0 1475 693 0 0 0 0 0 0 0 0 0 0 0 0 0 0 955 0 0 0 0 0 0 0 200 0 1156 0 0 0 1565 0 0 0 1367 411 2105 0 0 0 0 0 0 0 0 0 0 0 0 0 0 577 692 0 574 1086 0 216 0 0 0 0 0 0 0 598 272 0 0 0 0 0 0 0 279 1987 461 0 0 0 0 0 1969 0 0 0 0 0 0 0 0 2994 1355 817 0 221 0 0 0 0 376 0 0 1841 0 205 0 0 615 0 0 1247 0 0 0 0 1851 0 0 0 0 0 1087 1828 0 0 0 358 0 501 0 544 0 0 0 0 0 273 436 0 1297 0 3060 0 0 0 0 0 0 0 546 0 0 0 1983 0 1323 0 1174 0 1428 0 1972 290 0 0 0 0 1156 188 0 0 0 0 1985 0 0 0 0 1472 1409 0 0 2027 0 1188 0 0 1262 0 0 0 391 0 866 0 0 1976 1481 0 484 0 0 588 0 0 0 0 0 534 0 175 0 601 893 926 442 0 0 0 0 0 0 0 0 150 0 630 0 840 493 0 0 0 1439 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 866 532 0 0 0 0 1590 0 0 3119 1927 0 0 584 1863 0 1509 0 0 0 0 368 689 108 0 0 0 0 0 0 0 0 618 0 241 402 0 0 0 0 0 0 0 0 0 0 1865 0 0 0 387 0 0 0 0 0 0 2088 0 367 0 508 0 0 0 0 2077 0 0 0 0 2935 0 2061 0 0 578 0 0 0 0 0 0 0 0 0 618 0 0 1660 0 0 507 0 268 2125 0 0 0 588 0 0 0 0 1960 0 1404 0 0 0 0 0 0 0 1960 588 0 0 920 0 1259 0 0 0 0 0 0 1532 3039 0 744 0 590 0 0 292 1669 1835 0 0 0 0 0 0 0 1424 0 2084 0 0 0
FSD 0 0 0 351 0 0 0 0 0 0 0 0 0 0 0 0 1298 0 0 0 0 0 0 456 0 0 0 0 0 0 0 0 0 0 0 1323 0 0 0 0 0 0 0 0 0 0 0 0 0 725 0 185 0 0 0 0 0 0 0 0 1215 0 0 0 0 0 0 0 0 0 0 0 566 0 0 463 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 804 0 0 0 546 0 0 0 0 737 0 0 0 0 0 0 0 196 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 967 0 0 0 1210 0 0 0 0 0 0 0 1408 0 0 0 0 583 0 0 0 0 0 0 0 657 0 0 0 0 0 0 0 0 0 0 1334 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 826 0 0 0 0 0 0 0 0 0 1173 0 0 0 0 0 0 0 0 0 602 0 0 948 0 0 0 0 0 0 0 1038 0 0 0 0 1388 0 0 448 0 0 0 0 1074 0 0 0 0 0 0 0 0 0 0 0 0 1298 0 1280 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1042 0 0 0 0 0 0 729 374 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1334 0 686 0 0 1225 0 0 0 0 691 0 0 0 483 0 567 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 368 0 0 477 0 0 0 0 0 0 0 1278 0 163 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 231 0 0 0 0 0 954 0 1415 0 1137 0 0 0 0 0 0 472 413 0 0 1104 1264 0 1114 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 835 0 0 0 0 0 0 0 317 0 0 0 0 0 0 0 0 0 3737 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1081 0 0 0 0 0 0 1326 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1392 0 0 314 0 0 0 0 0 0 0 0 0 0 0 0 0 1340 0 1396 0 0 0 153 0 0 0 0 0 0 0 0 0 0 0 0
HOU 0 0 0 0 0 0 920 0 0 1649 0 0 0 0 0 0 1345 0 0 0 657 537 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1001 0 0 0 0 0 0 376 0 0 0 781 0 0 0 0 0 0 0 0 1050 0 0 874 849 0 0 0 0 1297 0 0 0 928 0 359 0 0 0 0 1313 0 0 239 1209 24 565 0 0 0 0 0 0 0 0 1214 0 0 886 0 0 0 0 0 247 0 0 260 0 0 0 0 1057 0 0 0 0 0 0 0 1546 187 1428 0 0 0 0 0 0 0 0 0 0 0 1571 0 0 0 0 0 0 0 0 0 0 0 0 677 0 0 0 0 0 0 0 0 0 0 0 0 0 0 825 0 0 0 0 0 0 0 0 0 393 488 0 0 1106 0 0 0 1061 0 1609 0 0 0 0 0 0 672 0 0 0 0 0 0 0 1396 1896 0 1389 148 0 0 0 944 0 181 0 0 0 1685 0 0 0 0 0 1120 0 0 0 1444 1644 0 0 0 0 0 1411 0 0 0 0 0 0 0 0 0 861 441 0 0 0 0 0 1044 0 0 0 0 0 0 0 0 0 0 0 1004 0 0 0 0 1218 0 0 0 0 0 192 1201 0 0 0 0 0 0 0 0 0 0 883 0 0 0 0 0 277 0 0 0 0 0 0 0 0 0 1716 0 0 0 1428 0 0 0 987 0 302 0 1421 1501 0 0 0 0 687 0 0 0 0 0 853 0 0 0 0 570 803 571 0 1519 0 0 0 0 484 0 1312 0 883 0 419 0 654 0 1092 0 0 0 0 1374 0 0 0 0 0 0 0 0 0 945 0 453 0 0 0 0 0 0 0 0 0 0 2091 1843 0 804 759 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1624 0 376 0 0 696 0 0 1997 1336 0 0 1621 1166 0 0 0 0 0 0 1235 1894 0 1187 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1246 0 1346 995 0 0 0 0 0 0 0 955 0 0 0 0 0 1679 0 0 1606 0 1465 0 0 0 0 948 0 0 0 0 0 0 0 0 0 945 0 0 0 0 0 1131 0 0 1020 0 0 0 461 0 0 1357 0 0 0 0 1440 0 670 0 0 0 0 0 0 0 1495 1642 0 0 666 0 937 0 0 0 0 0 0 558 0 0 474 0 1390 0 0 0 845 816 0 0 0 0 0 0 0 0 0 957 0 0 0
CVG 0 0 0 0 0 0 335 0 0 2036 0 0 0 0 0 0 1854 316 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1044 70 0 1964 0 0 0 659 0 0 0 0 0 0 0 0 646 0 0 0 773 0 0 0 0 0 0 0 0 390 0 0 0 757 0 0 0 0 410 0 0 0 497 264 0 0 1164 0 0 1865 0 0 805 485 871 699 0 0 0 0 0 228 0 0 1450 701 886 0 0 0 0 407 136 812 0 0 821 0 0 0 0 596 0 0 0 0 0 0 0 1870 0 589 0 0 0 0 0 0 0 0 0 0 0 722 0 0 0 0 0 600 0 0 0 0 0 0 1319 0 0 0 0 0 877 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 221 419 0 686 268 1077 752 776 225 0 0 0 0 233 0 629 298 0 0 0 0 1898 1964 0 0 958 0 1279 0 0 0 0 0 0 0 0 0 0 0 0 693 465 0 0 0 0 0 0 0 0 0 515 569 0 0 0 0 0 0 0 0 4433 99 0 153 0 0 0 0 0 1075 489 0 527 0 0 0 0 0 0 0 318 0 0 0 0 411 0 0 401 0 0 1024 388 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 226 1161 0 1764 0 0 0 503 0 0 0 0 0 0 1852 585 0 0 0 373 0 701 0 576 1661 0 0 0 0 308 0 0 0 0 0 879 0 0 0 735 396 84 0 0 661 0 318 0 0 403 0 0 0 1069 0 756 0 533 702 229 740 0 0 0 0 0 0 0 0 0 0 0 0 0 1549 0 646 0 0 0 0 0 0 0 0 0 0 0 1975 0 614 1241 0 0 0 326 812 0 0 0 0 0 0 0 0 275 0 0 0 830 0 0 0 0 0 0 0 0 373 0 850 1808 507 0 0 2017 413 0 0 0 0 0 0 1678 1965 0 0 0 0 0 0 0 0 0 0 0 0 0 54 0 0 0 0 462 0 0 0 0 430 0 461 330 0 0 0 0 0 0 1971 948 0 0 0 0 0 810 0 0 741 0 0 0 0 0 0 892 0 0 0 0 0 0 0 0 0 64 0 0 0 0 0 256 0 0 1569 0 0 3110 0 0 0 0 0 0 789 0 0 0 230 0 0 0 0 0 232 0 623 2026 0 0 539 1186 249 0 429 0 0 0 0 0 0 0 0 0 1900 0 0 0 317 613 0 0 0 0 0 0 0 0 0 932 0 0 0
PUB 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 831 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 212 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 546 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 739 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 960 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 109 0 0 0 0 0 0 0 0 0 0 0 0 0 0 796 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 536 598 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1499 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 967 0 0 0 0 919 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
MWA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 655 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 101 0 0 0 0 0 0 0 0 0 0 0 0 0 0 913 0 0 0 0 195 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 747 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 506 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
