X ESC CSG ADQ MLI IMT LMT CLT BLI MFR SFO ANB MCW PRC HOB RKS CHO ONT INT MOB FNT TLH AMA HGR BMI CMI GLH MMU PSC PSG JNU TEX ABY MOT LEX MMH MHR BIS BJI FOD GNV COD CMH ARA RIW VIS CEZ ACY IPT GPT BZN AEX PIR TPA OPF SOP LAL APF GRB DPA HDN RDM RDU BPT OGS APA MCO GAM LBL MBL KQA BUF ROW HUF NQA CHS ORD JAN LAN LRD TVF MKK SAN GAL BRD DAL ORF IAH ICT SVA KTB PAH TCL ART YIP DRT MHK SLC FSD HOU CVG PUB MWA GCN COU FWA DFW FOE COE AFW MCN CWA ACT VRB MSP PSP CDV TVL GTF BTL SWO WRG RNO CRP JFK BKW SUN OWB LFT LWB FMY ASH EWB MUE GUM ITH PVD DET ALW BET MTH CPR VPS EWN SPS SMX MTJ TRI PTK ELP GRI OGD ERI FRG PSM GFK SHD DUJ LSE HKY PSE ACV JVL LUK DSM DVL FSM CMX ISM CRW BRW RHI EKO SLE LIT PNS PHF SIT CLE CID PVC SHV GRR COS BOS PIE AZO HYA AVP MIE FLO MQY ALO VQQ CPS GUC BQK LNY SUS VNY BFI JMS BUR AUS RKD GJT VLD HTS HVN GRK CVN EGV LGU STS SGU CGI ELD LNS BTR PGV GTR ORH EGE HPN LWS LNK MRY GCC APN SAV EWR BLF BAF OME RME RVS SCC INL SAF HNL IND MAF LAF CDC DDC HVR HYS TOL CYS MYR GUP SYR AND JAC GYR HNM SBA CNM OXR MKE DAB ATY SAC OTZ DCA SUX LUP TUP KTN SPI SAT IAD MTN ISO MVY BTM EAT FAT BVY SBD PQI CEF CAE DTO ITO WYS MSO TYS HRL GYY BQN LBE CDB JST ABE GST BRL RDG GEG MSL LBF STT LGA RDD BRO DRO MSN HRO MSY TTN TEB BOI HOM OSU LEB ASN STL IDA LCH HUT MYF SCH RSW DUT DHN AHN SFB BHM SDF ECP FYV BDL MDH RFD JEF DLG MEM MEI ILG HLG DEN YKM OKC ADS MKC BTV DTW BED PDT VQS VGT LGB VCV UOX UGN SEE TYR BFL TXK TWF TVC TUS ABI TUL BFF TOA BLV FNL AGC PUW SVC PPC PVU PIH STX PDX IAG OMA ABQ STC BFM DBQ HSV SRQ FMN SBN TBN IWD HWD BHB BGR SOW AVL CDW HIB MCE FTW LAR EAR FAR SMF DLH PIB DVT BCE ATL OCF PGD SJU PHL HBG SJT SJC RIC LAW CHA SGF ATW EVV RST LAS SEA ENV IFP JLN SDP PLN GON KSM OAJ GGG EUG IPL RIL HLN ILN RWI BWG CLM RUT ELM PWK NYL MWH ILM BWI LCK ROC GSO BIL DWH GCK YNG MLU AGS SCK MIA MKG BJC PAE RAP PIA PWM HCR BFD MHT CCR ISP PKB FAI OGG MBS PBI DAN ADK APC AIA MGW EAU MYU CBM JHW DAY CKB FAY DIK PPG CWF PIT EYW BMG PHX JHM PGA ANC XNA CDR BDR SNA PBG OTH MLB CAK SWF MKL BNA EFD FLG LYH MHV IYK BKL DEC ALB OAK FKL ENA MCI MFE MDW ROA MDT CIC KOA MCK GBH MGM LIH YAK LBB IGM LAX GKN SBP ASE GSP JAX ABR AKN BGM DCK ACK IRK CLL CIU SLN FLL ALS CEC ENW
MBL 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 362 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
KQA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
BUF 0 0 0 0 0 0 124492 0 0 179 0 0 0 0 0 0 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 227 0 0 0 0 148 0 0 0 0 0 99752 0 0 0 0 0 0 0 0 7786 0 0 0 243682 0 0 0 0 0 0 0 0 160 204631 0 0 0 0 0 346 0 0 1339 1 0 0 0 0 0 0 0 0 0 0 732 0 172 332 0 0 0 0 0 36074 0 0 0 0 0 0 0 30628 0 0 0 0 0 0 0 176 0 253096 0 0 0 0 0 0 0 0 0 0 0 296 0 0 0 0 0 0 0 0 0 0 3 0 2 0 0 0 91 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 144 0 0 0 0 0 143026 0 0 0 49 0 0 0 0 0 0 0 0 0 0 0 0 0 131 343 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 27 0 0 0 0 0 0 89585 0 0 0 0 0 0 0 0 2 233 0 0 0 0 0 0 72 0 0 0 50 0 0 0 0 0 0 0 53 0 0 0 0 47135 0 0 0 0 0 454 60375 0 0 0 0 0 0 0 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 50 0 0 0 0 0 0 0 72355 0 0 0 0 0 296 0 4 0 0 0 0 0 499 0 0 0 0 0 22372 0 0 0 0 0 20 0 0 212 0 0 0 0 45 0 0 0 42002 0 29 0 0 0 113549 52 0 0 0 47 0 0 0 0 0 0 0 0 0 12 0 8 0 0 0 0 0 0 0 0 0 0 0 149 0 7 93 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 47 72 58 0 0 0 208071 0 0 656 84652 0 0 533 0 0 0 0 0 0 0 65284 83 0 355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 188260 165 0 6 0 0 0 0 0 0 0 7597 0 0 0 0 0 0 0 0 26 0 0 0 0 0 157 41 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 477 0 0 49024 0 0 21 0 0 0 77 0 0 0 0 0 0 4584 0 0 144 0 0 0 0 125 433 0 0 471 0 116468 0 0 0 0 0 0 0 0 0 11 0 38901 0 0 0 176 474 0 0 0 0 5 0 0 0 0 88492 0 0 0
ROW 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 42770 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17437 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
HUF 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 143 0 0 0 0 0 0 0 0 139 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 118 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
NQA 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
CHS 0 0 0 0 0 0 252041 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 71 0 2 0 0 0 0 0 0 100 0 0 0 73 0 0 0 0 0 0 0 112 115 0 0 0 49 0 0 0 0 269 0 0 0 0 117524 0 31 0 0 0 441 0 0 36355 100 56749 0 0 0 0 0 0 0 0 0 226 0 39478 14739 0 0 0 0 0 105699 0 0 0 0 0 0 0 3227 0 0 0 0 0 0 0 45 0 169373 0 0 0 0 0 0 0 0 0 0 0 381 0 0 0 0 0 0 33 0 0 0 0 0 282 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 22 60 0 0 12938 0 0 0 31 69 98175 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 45 691 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 274 104556 0 0 0 0 0 0 0 0 2 7082 36 0 0 0 0 0 0 0 112 0 0 0 0 0 0 0 0 0 307 0 0 0 0 120707 0 0 0 0 0 172 76444 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 71394 0 0 0 0 0 198 13993 0 0 0 0 0 0 5139 0 0 0 0 0 92 0 0 0 0 15 118 3 0 232 0 0 0 0 7 0 0 0 46538 0 195 0 0 0 44228 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 34 0 2 95 0 0 0 0 92 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 463307 0 1279 0 82933 0 0 3 346 0 28 0 0 0 0 31 37722 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 131651 2708 126 0 0 0 0 0 0 0 0 66810 0 0 0 0 0 47 0 0 111 0 6 0 0 0 0 319 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12223 0 0 152 0 0 0 0 0 0 0 0 0 0 0 0 0 56295 0 0 0 0 0 0 0 382 211 0 0 190 0 76919 1 0 0 0 0 0 0 0 0 6 0 120 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30418 0 0 0
ORD 0 0 0 100433 0 0 564088 0 0 1065062 0 3088 0 0 0 62432 3788 0 0 95444 0 16 0 32232 57743 0 0 0 0 0 0 0 22 93615 0 0 26950 0 0 0 742 342305 0 0 0 0 0 0 0 83759 0 0 450288 9 0 0 0 131724 0 9622 7801 380671 0 5420 0 775842 0 0 0 0 201333 0 0 0 116545 0 11914 63215 0 0 0 485379 0 0 57 124569 703876 101114 0 0 18094 0 0 0 0 34131 332167 108382 0 282527 0 0 0 68224 88869 1110937 0 0 0 0 70183 0 0 828419 85701 0 0 4925 0 0 0 64619 0 260028 0 958 0 0 9590 0 0 0 0 0 24 94434 0 0 0 0 0 2493 0 0 0 17800 0 45 75511 0 0 33439 0 0 0 9729 0 50610 0 0 0 0 0 236798 0 38 23716 0 34929 0 0 0 0 96955 37763 0 0 404059 146816 0 0 233877 76793 939096 0 59205 0 62499 0 0 0 22265 0 0 0 0 0 0 3 0 0 0 391171 0 3712 0 0 0 0 0 1 0 0 0 11864 0 0 0 0 0 0 18438 90010 0 58773 0 0 0 73173 743459 0 0 0 0 0 0 0 0 131103 303314 0 0 0 0 0 1988 31903 0 50871 0 209866 0 80086 0 0 0 0 0 174218 0 1883 0 0 755224 34014 0 0 0 30722 205555 220935 0 0 0 0 0 28683 0 0 0 119 40015 0 0 0 11966 109501 13115 0 0 0 0 0 54651 0 3334 0 42796 0 0 3260 1549431 0 1285 1562 228277 0 257710 30740 16 61596 0 0 0 0 333973 0 0 0 0 0 375902 0 0 0 0 79380 159734 2378 0 274430 0 0 0 0 137833 9218 0 0 1048397 0 120746 0 0 93992 488365 26 0 0 0 0 0 0 0 0 0 0 0 306 127706 119833 0 114453 0 0 0 0 0 0 0 0 0 0 0 326924 0 236197 110672 0 7313 35606 41343 57817 0 64804 0 2660 0 0 26432 0 48578 0 0 0 0 0 855 89905 155531 69129 1550 0 0 859257 0 0 117147 673355 0 0 152358 156733 0 38985 118095 106907 60174 90096 790422 810594 0 0 12201 0 0 0 0 0 0 11899 0 0 0 0 0 0 0 0 0 0 0 0 24492 374240 148 195935 77886 4364 0 0 0 0 484 0 632260 18096 0 0 48165 88078 80237 0 0 20794 0 0 0 19056 56194 35919 107446 0 0 0 0 0 22085 0 0 0 154050 10748 0 0 0 0 325687 17464 195 849617 0 0 78897 132310 0 0 331696 0 0 0 80018 0 0 335943 0 0 0 0 0 0 5118 174825 23031 0 0 340024 0 0 44430 150443 0 148 0 0 47 1 0 0 0 1399733 0 0 38377 84062 195846 0 0 0 0 0 0 0 0 7264 405991 0 0 0
JAN 0 0 0 0 0 0 63507 0 0 0 0 0 0 0 0 0 0 0 72 0 28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13439 0 0 0 0 0 0 0 0 0 11144 0 0 0 0 0 0 0 0 0 0 71622 0 0 0 0 0 0 0 0 0 0 0 144 0 0 0 0 0 0 120499 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 175 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12565 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 128 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1412 32 0 0 0 0 0 0 0 0 0 0 0 0 12922 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 240451 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 366 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 145 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
LAN 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 35 0 0 0 218 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 239 0 0 0 0 0 0 723 0 0 0 0 0 0 0 0 0 0 0 0 44 0 0 0 0 0 0 0 0 0 0 0 0 31 65311 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15438 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 113 0 0 0 0 0 0 0 0 0 0 0 0 0 34 46 0 0 0 45 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 112 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 75 0 0 0 0 540 0 0 0 0 0 0 0 0 0 0 0 87 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9955 0 0 0 0 0 0 153 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 302 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 38 0 0 0 0 0 71759 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 150 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 192 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 227 309 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 115 0 0 0 0 47 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
